timestamp,open,high,low,close,volume
1652227200000,2342.04,2345.39,2339.65,2340.87,1327.3138
1652227260000,2340.87,2350.0,2340.03,2349.12,987.9201
1652227320000,2349.13,2349.13,2338.42,2338.74,973.3717
1652227380000,2338.74,2343.56,2337.58,2342.57,1094.5596
1652227440000,2342.56,2347.78,2342.35,2342.35,593.0965
1652227500000,2342.35,2346.82,2338.9,2346.15,993.5348
1652227560000,2346.14,2349.35,2344.5,2345.33,736.0926
1652227620000,2345.34,2345.48,2341.41,2344.96,641.2152
1652227680000,2344.95,2349.35,2344.78,2345.36,463.4345
1652227740000,2345.36,2347.61,2341.23,2345.47,517.7272
1652227800000,2345.46,2346.1,2338.11,2338.34,698.081
1652227860000,2338.35,2339.74,2330.39,2330.48,1230.2294
1652227920000,2330.48,2333.0,2330.17,2330.72,585.0956
1652227980000,2330.73,2336.26,2329.3,2336.25,954.9556
1652228040000,2336.24,2346.08,2334.01,2346.08,632.6272
1652228100000,2346.07,2352.46,2343.39,2348.98,1647.9578
1652228160000,2348.99,2355.0,2348.98,2354.39,909.3086
1652228220000,2354.39,2356.99,2350.64,2352.73,824.3339
1652228280000,2352.73,2359.99,2352.73,2356.97,1119.0711
1652228340000,2356.97,2358.0,2355.43,2356.2,629.222
1652228400000,2356.2,2360.49,2355.28,2357.53,920.14
1652228460000,2357.52,2365.8,2357.52,2364.85,1162.0642
1652228520000,2364.84,2382.71,2364.55,2379.02,3721.5533
1652228580000,2379.01,2382.43,2376.32,2380.19,1111.287
1652228640000,2380.19,2381.9,2377.63,2380.32,1042.8341
1652228700000,2380.32,2384.9,2380.32,2381.46,871.0473
1652228760000,2381.46,2381.98,2379.01,2379.31,1165.3654
1652228820000,2379.3,2385.0,2378.7,2382.55,1681.5977
1652228880000,2382.64,2382.9,2373.06,2375.83,976.906
1652228940000,2375.82,2377.78,2374.45,2377.22,620.1579
1652229000000,2377.22,2377.79,2370.87,2371.13,788.8958
1652229060000,2371.13,2373.41,2369.0,2373.06,514.9327
1652229120000,2373.07,2374.74,2368.5,2368.64,757.079
1652229180000,2368.64,2369.0,2363.1,2367.66,1432.0264
1652229240000,2367.66,2371.0,2365.74,2369.49,838.1239
1652229300000,2369.5,2372.33,2368.44,2371.85,782.5367
1652229360000,2371.86,2375.5,2371.18,2372.36,407.0423
1652229420000,2372.36,2373.66,2367.19,2369.79,469.3209
1652229480000,2369.79,2373.62,2368.9,2370.63,833.2077
1652229540000,2370.53,2370.62,2365.89,2367.19,647.798
1652229600000,2367.2,2367.48,2361.6,2365.05,745.6513
1652229660000,2365.05,2369.77,2365.04,2369.76,339.853
1652229720000,2369.77,2369.92,2365.72,2367.0,437.9133
1652229780000,2367.01,2373.96,2366.16,2373.29,389.3798
1652229840000,2373.3,2376.0,2371.7,2373.6,511.9785
1652229900000,2373.6,2375.08,2367.93,2368.22,378.4274
1652229960000,2368.22,2368.23,2364.45,2364.45,304.2141
1652230020000,2364.46,2364.46,2359.77,2360.95,686.6723
1652230080000,2360.95,2363.74,2358.33,2359.01,1052.3096
1652230140000,2359.02,2360.0,2357.57,2359.99,228.0866
1652230200000,2360.0,2360.65,2355.63,2356.99,578.965
1652230260000,2356.99,2358.54,2355.08,2357.33,277.1624
1652230320000,2357.33,2360.1,2355.97,2360.1,288.4149
1652230380000,2360.09,2364.0,2357.0,2363.4,756.4068
1652230440000,2363.41,2363.41,2359.11,2360.44,428.7578
1652230500000,2360.44,2363.51,2358.71,2363.17,239.5725
1652230560000,2363.17,2365.3,2362.11,2362.81,385.099
1652230620000,2362.8,2362.81,2356.0,2356.12,393.9196
1652230680000,2356.12,2356.91,2348.75,2352.85,1081.2716
1652230740000,2352.85,2357.72,2351.13,2355.37,287.6479
1652230800000,2355.37,2355.38,2348.01,2350.55,561.4629
1652230860000,2350.54,2355.0,2349.49,2354.48,641.0421
1652230920000,2354.47,2359.81,2353.73,2357.01,510.1123
1652230980000,2357.01,2358.99,2352.84,2358.17,416.9288
1652231040000,2358.18,2360.55,2355.0,2357.0,366.0986
1652231100000,2357.0,2359.32,2353.48,2358.11,329.2628
1652231160000,2358.12,2359.99,2355.5,2355.5,339.2169
1652231220000,2355.51,2357.4,2352.08,2353.47,546.3057
1652231280000,2353.47,2353.47,2348.35,2348.88,596.3031
1652231340000,2348.88,2349.45,2345.28,2348.25,483.8356
1652231400000,2348.25,2352.78,2345.54,2349.84,932.018
1652231460000,2349.84,2351.99,2347.67,2349.31,405.9607
1652231520000,2349.3,2351.0,2347.13,2349.14,491.2597
1652231580000,2349.14,2349.91,2345.69,2348.8,504.7786
1652231640000,2348.86,2350.38,2343.51,2343.73,509.1126
1652231700000,2343.74,2349.11,2342.52,2348.25,531.6592
1652231760000,2348.26,2351.53,2347.83,2348.27,270.7705
1652231820000,2348.27,2348.27,2343.58,2345.07,445.5022
1652231880000,2345.08,2348.73,2343.74,2347.93,647.3436
1652231940000,2347.93,2351.0,2345.0,2345.0,760.9789
1652232000000,2345.0,2349.57,2345.0,2346.24,376.8207
1652232060000,2346.25,2347.71,2344.37,2345.78,426.8305
1652232120000,2345.78,2346.58,2343.42,2343.85,399.3559
1652232180000,2343.84,2346.0,2342.17,2342.17,400.1226
1652232240000,2342.29,2344.32,2341.4,2343.2,488.4414
1652232300000,2343.19,2343.89,2341.17,2343.47,275.2059
1652232360000,2343.46,2348.0,2342.77,2345.75,381.967
1652232420000,2345.76,2347.99,2344.0,2344.91,348.4086
1652232480000,2344.91,2345.9,2342.15,2342.16,331.7345
1652232540000,2342.15,2347.78,2342.02,2346.3,352.9907
1652232600000,2346.31,2355.54,2344.67,2354.94,568.2388
1652232660000,2354.94,2355.02,2346.24,2348.71,751.6457
1652232720000,2348.72,2349.77,2347.38,2348.74,278.2721
1652232780000,2348.74,2352.35,2346.5,2348.17,760.5722
1652232840000,2348.18,2352.66,2346.64,2352.65,489.0739
1652232900000,2352.66,2355.23,2352.28,2353.77,534.5716
1652232960000,2353.78,2353.94,2347.69,2349.56,658.8197
1652233020000,2349.55,2351.23,2347.44,2347.45,501.2151
1652233080000,2347.44,2347.92,2341.74,2342.12,518.1906
1652233140000,2342.12,2342.16,2338.32,2339.46,662.2776
1652233200000,2339.46,2343.62,2339.09,2342.31,249.343
1652233260000,2342.32,2343.07,2339.94,2343.07,215.1578
1652233320000,2343.07,2344.71,2341.08,2341.46,352.9616
1652233380000,2341.46,2341.53,2338.15,2341.02,433.5481
1652233440000,2341.02,2344.88,2338.57,2344.53,509.6732
1652233500000,2344.53,2344.54,2338.43,2342.99,996.6898
1652233560000,2342.99,2343.8,2340.23,2343.17,417.7451
1652233620000,2343.17,2343.83,2338.15,2338.44,472.3287
1652233680000,2338.45,2340.44,2335.0,2335.01,710.1839
1652233740000,2335.01,2339.4,2333.0,2339.38,617.4864
1652233800000,2339.38,2339.76,2336.01,2338.0,493.6389
1652233860000,2338.0,2340.14,2336.75,2339.44,383.9524
1652233920000,2339.43,2342.0,2339.42,2341.87,242.2936
1652233980000,2341.88,2344.54,2340.8,2341.21,465.5599
1652234040000,2341.2,2346.99,2339.01,2346.65,746.7617
